"customerid","Contract","MonthlyCharges","tenure","Churn","risk_segment"
"3649-JPUGY","Two year","88.6","72","No","stable"
"8372-JUXUI","Month-to-month","74.35","1","Yes","churned"
"3552-CTCYF","Two year","104.8","63","No","stable"
"6778-YSNIH","Month-to-month","59","2","No","medium risk"
"0388-EOPEX","Month-to-month","74.4","2","Yes","churned"
"5756-OZRIO","One year","64.05","61","No","stable"
"6579-JPICP","Month-to-month","20.4","1","No","medium risk"
"8205-OTCHB","One year","43.75","22","Yes","churned"
"4134-BSXLX","Month-to-month","60.9","28","No","medium risk"
"0505-SPOOW","Two year","19.8","70","No","stable"
"6235-VDHOM","Month-to-month","28.45","5","Yes","churned"
"7783-YKGDV","Month-to-month","99.7","12","Yes","churned"
"4374-YMUSQ","One year","116.25","34","No","stable"
"4513-CXYIX","Two year","80.7","71","No","stable"
"3957-HHLMR","One year","65.2","70","No","stable"
"7803-XOCCZ","Month-to-month","84.05","52","No","medium risk"
"5736-YEJAX","Two year","79.45","69","No","stable"
"5609-CEBID","Month-to-month","94.1","20","Yes","churned"
"8981-FJGLA","Month-to-month","78","11","No","medium risk"
"7218-HKQFK","Month-to-month","94.2","2","Yes","churned"
"4636-QRJKY","Month-to-month","80.5","6","Yes","churned"
"1135-LMECX","Month-to-month","19.85","1","No","medium risk"
"4332-MUOEZ","One year","94.3","20","No","stable"
"8535-SFUTN","Month-to-month","106.45","61","No","medium risk"
"5956-VKDTT","Month-to-month","74.35","5","Yes","churned"
"8677-HDZEE","Month-to-month","105.45","56","No","medium risk"
"2475-MROZF","Month-to-month","95","30","No","medium risk"
"9412-GHEEC","Month-to-month","104.8","40","Yes","churned"
"3482-ABPKK","One year","54.3","28","No","stable"
"6705-LXORM","Month-to-month","70.05","5","No","medium risk"
"0257-ZESQC","Month-to-month","75.2","27","Yes","churned"
"7531-GQHME","Month-to-month","20.05","12","No","medium risk"
"5174-ITUMV","One year","105.4","67","No","stable"
"4109-CYRBD","Month-to-month","51.6","29","No","medium risk"
"0913-XWSCN","Month-to-month","85.5","55","No","medium risk"
"6825-UYPFK","Month-to-month","75.6","23","Yes","churned"
"8397-MVTAZ","Month-to-month","100.05","34","Yes","churned"
"0750-EBAIU","One year","91.25","52","No","stable"
"8606-CIQUL","Two year","115.75","72","No","stable"
"3571-DPYUH","One year","94.7","58","No","stable"
"7601-GNDYK","Two year","19.6","35","No","stable"
"0356-OBMAC","Two year","99.9","56","No","stable"
"8067-NIOYM","Two year","21.1","24","No","stable"
"1403-GYAFU","Two year","20.05","70","No","stable"
"4234-XTNEA","Month-to-month","79.95","2","No","medium risk"
"1297-VQDRP","One year","107.15","68","No","stable"
"9282-IZGQK","Month-to-month","85","1","Yes","churned"
"5348-CAGXB","Month-to-month","89.55","12","No","medium risk"
"0621-HJWXJ","Month-to-month","81.55","63","No","medium risk"
"5844-QVTAT","One year","58.45","33","No","stable"
"8905-IAZPF","One year","95.65","69","No","stable"
"5394-MEITZ","Two year","80.6","60","No","stable"
"6859-QNXIQ","Two year","113.1","72","No","stable"
"2782-LFZVW","Month-to-month","58.95","11","No","medium risk"
"2866-IKBTM","Month-to-month","19.55","1","No","medium risk"
"1342-JPNKI","Month-to-month","86.05","10","Yes","churned"
"2817-NTQDO","Month-to-month","45.55","13","Yes","churned"
"7129-AZJDE","One year","78.95","34","No","stable"
"6986-IJDHX","Month-to-month","86.3","39","Yes","churned"
"2560-PPCHE","One year","105.05","65","No","stable"
"4676-MQUEA","One year","101.9","50","No","stable"
"8138-EALND","Month-to-month","19.75","15","No","medium risk"
"3580-HYCSP","Two year","110.3","72","No","stable"
"1352-HNSAW","Two year","115.6","72","No","stable"
"2075-PUEPR","Two year","19.35","55","No","stable"
"1982-FEBTD","Two year","25.6","23","No","stable"
"5301-GAUUY","Month-to-month","80.35","32","Yes","churned"
"5791-KAJFD","One year","68.75","56","No","stable"
"2654-VBVPB","Month-to-month","19.9","1","No","medium risk"
"1154-HYWWO","One year","70.6","38","No","stable"
"2501-XWWTZ","Month-to-month","70.2","11","No","medium risk"
"3716-UVSPD","Month-to-month","49.3","1","No","medium risk"
"6815-ABQFQ","One year","107.25","56","No","stable"
"7343-EOBEU","Month-to-month","23.6","3","No","medium risk"
"3701-SFMUH","Month-to-month","69.7","7","No","medium risk"
"6103-LIANB","Two year","99.5","59","No","stable"
"7319-VENRZ","Month-to-month","64.3","7","No","medium risk"
"5846-NEQVZ","Two year","70.85","71","No","stable"
"6967-QIQRV","One year","101.9","15","No","stable"
"5781-RFZRP","Two year","73.5","71","No","stable"
"0939-YAPAF","Month-to-month","100.25","35","Yes","churned"
"0308-IVGOK","One year","40.4","11","No","stable"
"7293-LSCDV","Two year","19.25","60","No","stable"
"7025-WCBNE","Two year","59.6","47","No","stable"
"5756-JYOJT","One year","64.9","11","No","stable"
"4710-FDUIZ","One year","100.3","56","Yes","churned"
"6030-REHUX","Month-to-month","110.85","28","No","medium risk"
"9548-LIGTA","Two year","81.05","61","No","stable"
"5150-LJNSR","One year","98.05","31","No","stable"
"8270-RKSAP","Month-to-month","70.5","9","No","medium risk"
"6522-YRBXD","Month-to-month","94.55","35","No","medium risk"
"2640-LYMOV","Month-to-month","19.65","2","No","medium risk"
"1218-VKFPE","Month-to-month","19","12","Yes","churned"
"3627-FHKBK","Month-to-month","75.3","1","Yes","churned"
"2865-TCHJW","Month-to-month","89.2","4","Yes","churned"
"1423-BMPBQ","Month-to-month","19","1","No","medium risk"
"2393-DIVAI","Month-to-month","20","3","No","medium risk"
"5192-EBGOV","Month-to-month","85.7","1","Yes","churned"
"4568-KNYWR","Two year","63.25","52","No","stable"
"8752-IMQOS","One year","20.1","5","No","stable"
"0742-LAFQK","Two year","99.15","72","No","stable"
"0795-LAFGP","Two year","90.4","71","No","stable"
"0619-OLYUR","Two year","111.9","72","No","stable"
"5512-IDZEI","One year","24.9","46","No","stable"
"0459-SPZHJ","Two year","83.5","63","No","stable"
"0215-BQKGS","Month-to-month","84.3","30","No","medium risk"
"9244-ZVAPM","Month-to-month","45.6","1","No","medium risk"
"0719-SYFRB","Month-to-month","61.65","12","Yes","churned"
"8208-EUMTE","Two year","54.85","16","No","stable"
"5172-MIGPM","Month-to-month","65.55","4","No","medium risk"
"1710-RCXUS","One year","90.35","51","No","stable"
"0374-FIUCA","Two year","20.4","65","No","stable"
"5839-SUYVZ","Month-to-month","74.55","16","No","medium risk"
"5173-ZXXXL","One year","19.95","2","No","stable"
"1096-ADRUX","One year","74.25","66","No","stable"
"2001-MCUUW","Two year","108.65","46","No","stable"
"2731-GJRDG","One year","109.55","32","No","stable"
"4723-BEGSG","Two year","86.65","72","No","stable"
"6516-NKQBO","Two year","81","38","No","stable"
"8672-OAUPW","One year","47.85","51","No","stable"
"8207-DMRVL","Two year","114.55","72","No","stable"
"3419-SNJJD","Month-to-month","105.25","65","Yes","churned"
"6543-CPZMK","Month-to-month","29.95","9","Yes","churned"
"4765-OXPPD","Month-to-month","65","9","Yes","churned"
"1352-VHKAJ","Month-to-month","71.6","27","No","medium risk"
"2804-ETQDK","Two year","20.55","66","No","stable"
"6689-VRRTK","One year","109.8","44","No","stable"
"7138-GIRSH","Two year","69.5","50","No","stable"
"9396-ZSFLL","Month-to-month","48.85","15","No","medium risk"
"6464-KEXXH","Month-to-month","25.25","8","No","medium risk"
"7134-MJPDY","One year","102.85","66","No","stable"
"5240-CAOYT","Month-to-month","87.55","57","No","medium risk"
"4059-IIEBK","Month-to-month","78.55","7","No","medium risk"
"4881-JVQOD","Month-to-month","34.55","10","No","medium risk"
"0516-UXRMT","One year","92.05","62","No","stable"
"4851-BQDNX","One year","85.05","40","No","stable"
"5148-HKFIR","Two year","19.7","20","No","stable"
"1009-IRMNA","Month-to-month","20","7","Yes","churned"
"3003-CMDUU","Month-to-month","95.15","25","No","medium risk"
"5016-IBERQ","Month-to-month","84.25","23","No","medium risk"
"6797-UCJHZ","One year","104.6","66","No","stable"
"2469-DTSGX","Two year","111.65","72","No","stable"
"4554-YGZIH","Month-to-month","90.05","49","Yes","churned"
"5099-BAILX","Month-to-month","110.75","43","Yes","churned"
"9931-KGHOA","Month-to-month","55","46","No","medium risk"
"1775-KWJKQ","Two year","89.85","72","No","stable"
"7665-VIGUD","One year","20.35","10","No","stable"
"9411-TPQQV","One year","54.55","40","No","stable"
"7207-RMRDB","Month-to-month","105.5","65","Yes","churned"
"7954-MLBUN","Two year","99.45","31","No","stable"
"2077-DDHJK","Two year","70.9","68","No","stable"
"4913-EHYUI","One year","104.55","56","Yes","churned"
"0195-IESCP","Month-to-month","85.25","10","Yes","churned"
"9574-BOSMD","Two year","25.4","68","No","stable"
"4580-TMHJU","Month-to-month","56.15","43","Yes","churned"
"0970-ETWGE","Month-to-month","89.55","1","Yes","churned"
"4908-XAXAY","One year","89.85","49","No","stable"
"8404-VLQFB","Month-to-month","25.25","15","No","medium risk"
"1626-ERCMM","Month-to-month","94.55","20","Yes","churned"
"0887-HJGAR","Month-to-month","45.7","1","Yes","churned"
"2391-IPLOP","One year","69.65","50","No","stable"
"5644-PDMZC","Month-to-month","89.5","2","Yes","churned"
"3509-GWQGF","Month-to-month","70","24","No","medium risk"
"9576-ANLXO","Month-to-month","69.55","3","Yes","churned"
"2024-BASKD","Month-to-month","74.6","1","Yes","churned"
"5845-BZZIB","Two year","20.1","35","No","stable"
"1140-UKVZG","Month-to-month","24.8","17","No","medium risk"
"4160-AMJTL","Month-to-month","19.65","8","Yes","churned"
"5183-SNMJQ","Month-to-month","95.1","10","No","high risk"
"8100-PNJMH","Two year","88.85","68","No","stable"
"7838-LAZFO","One year","78.8","45","No","stable"
"4145-UQXUQ","Month-to-month","92.1","8","Yes","churned"
"4464-JCOLN","One year","19.85","2","Yes","churned"
"2085-JVGAD","Month-to-month","20.35","37","No","medium risk"
"5650-VDUDS","Month-to-month","24.25","4","Yes","churned"
"8095-WANWK","Month-to-month","45.25","10","No","medium risk"
"3030-ZKIWL","Month-to-month","20.05","1","No","medium risk"
"9565-FLVCG","Two year","69.55","65","No","stable"
"8755-OGKNA","Two year","19.5","57","No","stable"
"2800-VEQXM","Month-to-month","74.75","3","No","medium risk"
"7538-GWHML","Month-to-month","69.65","2","Yes","churned"
"5533-RJFTJ","Month-to-month","30.2","49","No","medium risk"
"3859-CVCET","Month-to-month","45.65","4","Yes","churned"
"0214-JHPFW","Two year","57.8","70","No","stable"
"5642-MHDQT","One year","19.85","53","No","stable"
"3088-FVYWK","Two year","25.55","53","No","stable"
"3276-HDUEG","Month-to-month","75.05","1","Yes","churned"
"9092-GDZKO","Month-to-month","24.85","22","No","medium risk"
"0823-HSCDJ","Month-to-month","49.15","52","Yes","churned"
"3729-OWRVL","Two year","110.35","65","No","stable"
"2324-AALNO","One year","24.55","48","No","stable"
"0822-GAVAP","Month-to-month","34.7","2","Yes","churned"
"5760-IFJOZ","Month-to-month","107.95","3","No","high risk"
"2826-UWHIS","Month-to-month","81.4","45","No","medium risk"
"1448-PWKYE","Month-to-month","80","1","Yes","churned"
"7501-IWUNG","Two year","73.8","61","No","stable"
"4957-TREIR","Month-to-month","64.4","3","No","medium risk"
"7251-LJBQN","One year","103.75","40","No","stable"
"8040-MNRTF","Month-to-month","71.1","1","No","medium risk"
"1536-HBSWP","Month-to-month","49.9","1","No","medium risk"
"5313-FPXWG","One year","24.6","51","No","stable"
"0067-DKWBL","Month-to-month","49.25","2","Yes","churned"
"0946-FKYTX","One year","30.1","52","No","stable"
"5076-YVXCM","Month-to-month","83.4","51","No","medium risk"
"8262-COGGB","Month-to-month","20.45","1","No","medium risk"
"6663-JOCQO","One year","75.25","31","No","stable"
"9620-QJREV","One year","20.55","47","No","stable"
"2276-YDAVZ","Month-to-month","75.1","3","Yes","churned"
"2682-KEVRP","One year","20.05","22","No","stable"
"2480-JZOSN","Month-to-month","20.65","1","No","medium risk"
"0078-XZMHT","Two year","85.15","72","No","stable"
"5896-NPFWW","Month-to-month","50.15","3","Yes","churned"
"9978-HYCIN","One year","84.95","47","No","stable"
"8338-QIUNR","Two year","66.5","72","No","stable"
"1525-LNLOJ","Two year","63.3","66","No","stable"
"9450-TRJUU","Month-to-month","83.15","35","No","medium risk"
"1766-GKNMI","Month-to-month","84.9","29","No","medium risk"
"6942-LBFDP","Month-to-month","20.55","2","No","medium risk"
"1456-TWCGB","Month-to-month","49.25","4","No","medium risk"
"7133-VBDCG","Month-to-month","79.85","25","Yes","churned"
"7596-ZYWBB","Two year","59.6","65","No","stable"
"8329-UTMVM","One year","104.65","27","No","stable"
"3014-WJKSM","Month-to-month","75.3","29","No","medium risk"
"3347-YJZZE","Month-to-month","80.1","29","No","medium risk"
"1029-QFBEN","Month-to-month","19.55","1","Yes","churned"
"7929-DMBCV","Month-to-month","81","20","No","medium risk"
"9661-JALZV","Two year","24.7","58","No","stable"
"5433-KYGHE","Month-to-month","86","14","No","medium risk"
"4312-KFRXN","Two year","25.4","72","No","stable"
"5575-TPIZQ","Month-to-month","89.15","46","No","medium risk"
"0114-IGABW","Two year","58.25","71","No","stable"
"9944-AEXBM","Month-to-month","85.65","32","No","medium risk"
"1853-ARAAQ","Month-to-month","50.35","26","No","medium risk"
"6952-OMNWB","Month-to-month","80.35","68","No","medium risk"
"4697-LUPSU","One year","20.2","2","No","stable"
"8434-VGEQQ","Two year","20.55","61","No","stable"
"4952-YSOGZ","Month-to-month","85.95","4","Yes","churned"
"1589-AGTLK","Month-to-month","45.35","3","Yes","churned"
"5244-IRFIH","Month-to-month","94.5","33","Yes","churned"
"6549-YMFAW","Month-to-month","21.25","9","No","medium risk"
"4950-HKQTE","Two year","26.25","22","No","stable"
"6786-OBWQR","Month-to-month","80.85","5","No","high risk"
"2684-EIWEO","Month-to-month","91.7","30","Yes","churned"
"2753-JMMCV","Two year","74.2","65","No","stable"
"6439-GTPCA","Month-to-month","87.25","45","Yes","churned"
"6621-YOBKI","Month-to-month","20.35","5","No","medium risk"
"1216-JWVUX","Month-to-month","75.5","25","No","medium risk"
"7564-GHCVB","Two year","79.05","72","No","stable"
"1173-NOEYG","Month-to-month","90.15","27","No","medium risk"
"7595-EHCDL","Month-to-month","50.6","32","No","medium risk"
"6647-ZEDXT","One year","110.45","30","No","stable"
"2521-NPUZR","Two year","101","70","No","stable"
"1307-TVUFB","Month-to-month","79.35","42","No","medium risk"
"7503-MIOGA","Two year","89.85","72","No","stable"
"4381-MHQDC","Two year","65","47","No","stable"
"6923-JHPMP","Month-to-month","80.45","2","No","high risk"
"5138-WVKYJ","Month-to-month","98.55","10","Yes","churned"
"4018-PPNDW","Two year","24.1","61","No","stable"
"1635-FJFCC","Month-to-month","44.05","5","No","medium risk"
"2499-AJYUA","Two year","110.8","72","No","stable"
"6919-ELBGL","Two year","114.95","72","No","stable"
"3966-HRMZA","Month-to-month","75.05","3","No","medium risk"
"6425-JWTDV","Two year","19.25","48","No","stable"
"8405-IGQFX","One year","90.05","63","No","stable"
"8224-IVVPA","Month-to-month","56.7","27","No","medium risk"
"9477-LGWQI","Two year","80.15","70","No","stable"
"1410-RSCMR","Month-to-month","71.35","7","No","medium risk"
"0139-IVFJG","Month-to-month","90.35","2","No","high risk"
"6683-VLCTZ","Month-to-month","98.55","20","Yes","churned"
"5730-DBDSI","Two year","19.7","66","No","stable"
"0030-FNXPP","Month-to-month","19.85","3","No","medium risk"
"2189-WWOEW","Month-to-month","85.9","15","Yes","churned"
"5684-FJVYR","Two year","90.35","72","No","stable"
"4013-GUXND","Month-to-month","20.8","1","No","medium risk"
"1894-IGFSG","Month-to-month","89.25","22","Yes","churned"
"7379-POKDZ","Month-to-month","70.3","3","Yes","churned"
"1266-NZYUI","Two year","66.85","72","No","stable"
"7969-FFOWG","Two year","19.9","65","No","stable"
"4718-DHSMV","Month-to-month","35.8","11","No","medium risk"
"5175-WLYXL","Month-to-month","78.85","22","No","medium risk"
"7817-OMJNA","One year","20.4","14","No","stable"
"8728-SKJLR","Month-to-month","74.25","41","No","medium risk"
"3137-NYQQI","One year","64.8","17","No","stable"
"7706-DZNKK","Month-to-month","20.45","11","No","medium risk"
"0236-HFWSV","Month-to-month","93.35","15","Yes","churned"
"3900-AQPHZ","Month-to-month","19.9","1","Yes","churned"
"5842-POCOP","Month-to-month","88.9","5","Yes","churned"
"2037-XJFUP","One year","95.8","33","Yes","churned"
"8823-RLPWL","Two year","110.65","72","No","stable"
"9505-SQFSW","Month-to-month","40.3","3","No","medium risk"
"7314-OXENN","Month-to-month","82","2","Yes","churned"
"3758-CKOQL","One year","107","59","No","stable"
"0322-CHQRU","Month-to-month","45.35","2","Yes","churned"
"5676-CFLYY","Two year","73.35","71","No","stable"
"7521-AFHAB","Month-to-month","44.8","5","No","medium risk"
"0285-INHLN","Month-to-month","54.75","27","No","medium risk"
"4678-DVQEO","Month-to-month","52.2","1","Yes","churned"
"5125-CNDSP","One year","40.6","63","No","stable"
"0691-IFBQW","One year","110","46","Yes","churned"
"4992-LTJNE","Two year","55.3","72","No","stable"
"2202-OUTMO","Month-to-month","60.85","34","No","medium risk"
"0810-BDHAW","One year","78.4","24","No","stable"
"0229-LFJAF","Two year","69.65","72","No","stable"
"7131-ZQZNK","Two year","59.85","60","No","stable"
"3442-ZHHCC","One year","76.9","68","No","stable"
"5726-CVNYA","Two year","19.85","8","No","stable"
