"customerid","gender","Contract","tenure","MonthlyCharges","PaymentMethod","risk_level"
"6050-IJRHS","Female","One year","70","106.5","Electronic check","Low/Medium Risk"
"3692-JHONH","Female","One year","52","106.5","Electronic check","Low/Medium Risk"
"9822-WMWVG","Female","Month-to-month","41","106.5","Electronic check","Low/Medium Risk"
"8535-SFUTN","Male","Month-to-month","61","106.45","Electronic check","Low/Medium Risk"
"7718-UPSKJ","Female","One year","69","106.4","Credit card (automatic)","Low/Medium Risk"
"7048-GXDAY","Male","Month-to-month","39","106.4","Electronic check","Low/Medium Risk"
"1552-AAGRX","Female","Month-to-month","30","106.4","Bank transfer (automatic)","Low/Medium Risk"
"4220-TINQT","Female","Month-to-month","61","106.35","Electronic check","Low/Medium Risk"
"5161-UBZXI","Male","Two year","69","106.35","Credit card (automatic)","Low/Medium Risk"
"5630-IXDXV","Female","Month-to-month","47","106.35","Electronic check","Low/Medium Risk"
"3374-TTZTK","Male","Two year","52","106.3","Electronic check","Low/Medium Risk"
"8107-RZLNV","Male","Two year","72","106.3","Bank transfer (automatic)","Low/Medium Risk"
"1548-FEHVL","Male","Month-to-month","61","106.2","Electronic check","Low/Medium Risk"
"6377-WHAOX","Female","Month-to-month","60","106.15","Electronic check","Low/Medium Risk"
"6994-FGRHH","Male","One year","70","106.15","Electronic check","Low/Medium Risk"
"9912-OMZDS","Female","One year","59","106.15","Electronic check","Low/Medium Risk"
"1452-UZOSF","Male","Two year","72","106.1","Credit card (automatic)","Low/Medium Risk"
"5668-MEISB","Female","Two year","72","106.1","Credit card (automatic)","Low/Medium Risk"
"3865-YIOTT","Male","One year","72","106.1","Bank transfer (automatic)","Low/Medium Risk"
"1017-FBQMM","Female","One year","62","106.05","Credit card (automatic)","Low/Medium Risk"
"5804-HYIEZ","Male","Month-to-month","70","106.05","Electronic check","Low/Medium Risk"
"1621-YNCJH","Female","Two year","36","106.05","Credit card (automatic)","Low/Medium Risk"
"4393-RYCRE","Male","One year","44","106.05","Electronic check","Low/Medium Risk"
"5056-FIMPT","Female","One year","43","106","Credit card (automatic)","Low/Medium Risk"
"8564-LDKFL","Male","One year","40","106","Bank transfer (automatic)","Low/Medium Risk"
"0691-NIKRI","Female","One year","40","105.95","Credit card (automatic)","Low/Medium Risk"
"2172-EJXVF","Female","One year","71","105.9","Electronic check","Low/Medium Risk"
"5647-FXOTP","Female","Month-to-month","60","105.9","Electronic check","Low/Medium Risk"
"8777-MBMTS","Female","Two year","65","105.85","Credit card (automatic)","Low/Medium Risk"
"4525-VZCZG","Male","One year","54","105.85","Electronic check","Low/Medium Risk"
"1104-TNLZA","Male","Month-to-month","28","105.8","Electronic check","Low/Medium Risk"
"8999-XXGNS","Female","One year","72","105.75","Credit card (automatic)","Low/Medium Risk"
"3858-XHYJO","Female","One year","40","105.75","Bank transfer (automatic)","Low/Medium Risk"
"0308-GIQJT","Male","One year","71","105.75","Bank transfer (automatic)","Low/Medium Risk"
"2056-EVGZL","Male","One year","68","105.75","Credit card (automatic)","Low/Medium Risk"
"5569-IDSEY","Male","One year","71","105.7","Bank transfer (automatic)","Low/Medium Risk"
"4753-PADAS","Female","One year","67","105.7","Bank transfer (automatic)","Low/Medium Risk"
"1421-HCERK","Male","Month-to-month","30","105.7","Bank transfer (automatic)","Low/Medium Risk"
"0266-CLZKZ","Female","Two year","67","105.65","Bank transfer (automatic)","Low/Medium Risk"
"3186-AJIEK","Male","Two year","66","105.65","Bank transfer (automatic)","Low/Medium Risk"
"5285-MVEHD","Female","One year","56","105.6","Credit card (automatic)","Low/Medium Risk"
"0853-TWRVK","Male","Two year","72","105.6","Bank transfer (automatic)","Low/Medium Risk"
"5897-ZYEKH","Female","One year","67","105.6","Electronic check","Low/Medium Risk"
"3363-DTIVD","Male","Two year","71","105.55","Electronic check","Low/Medium Risk"
"4323-OHFOW","Female","One year","70","105.55","Bank transfer (automatic)","Low/Medium Risk"
"0401-WDBXM","Male","Two year","72","105.55","Bank transfer (automatic)","Low/Medium Risk"
"0678-RLHVP","Female","Two year","53","105.55","Electronic check","Low/Medium Risk"
"4389-UEFCZ","Female","Two year","72","105.5","Electronic check","Low/Medium Risk"
"1090-ESELR","Male","Two year","72","105.5","Bank transfer (automatic)","Low/Medium Risk"
"5339-TJFEK","Male","Month-to-month","62","105.5","Electronic check","Low/Medium Risk"
"5129-JLPIS","Male","Month-to-month","25","105.5","Electronic check","Low/Medium Risk"
"0479-HMSWA","Female","Two year","26","105.45","Electronic check","Low/Medium Risk"
"8677-HDZEE","Female","Month-to-month","56","105.45","Bank transfer (automatic)","Low/Medium Risk"
"5174-ITUMV","Male","One year","67","105.4","Electronic check","Low/Medium Risk"
"9586-JGQKH","Female","Two year","64","105.4","Bank transfer (automatic)","Low/Medium Risk"
"1060-ENTOF","Female","One year","67","105.4","Credit card (automatic)","Low/Medium Risk"
"4191-XOVOM","Male","Month-to-month","63","105.4","Electronic check","Low/Medium Risk"
"6048-UWKAL","Female","Two year","69","105.4","Credit card (automatic)","Low/Medium Risk"
"2133-TSRRM","Female","Month-to-month","34","105.35","Bank transfer (automatic)","Low/Medium Risk"
"1576-PFZIW","Male","Two year","70","105.35","Credit card (automatic)","Low/Medium Risk"
"0899-WZRSD","Male","Month-to-month","56","105.35","Mailed check","Low/Medium Risk"
"2697-NQBPF","Male","Month-to-month","34","105.35","Electronic check","Low/Medium Risk"
"6050-FFXES","Female","Two year","69","105.35","Bank transfer (automatic)","Low/Medium Risk"
"5947-SGKCL","Female","Month-to-month","15","105.35","Bank transfer (automatic)","Low/Medium Risk"
"8059-UDZFY","Female","Month-to-month","33","105.35","Bank transfer (automatic)","Low/Medium Risk"
"7145-FEJWU","Female","Month-to-month","12","105.3","Electronic check","Low/Medium Risk"
"6734-GMPVK","Male","Month-to-month","5","105.3","Electronic check","High Risk"
"4043-MKDTV","Male","Two year","71","105.25","Electronic check","Low/Medium Risk"
"5965-GGPRW","Male","Two year","72","105.25","Bank transfer (automatic)","Low/Medium Risk"
"4378-MYPGO","Male","Two year","68","105.25","Bank transfer (automatic)","Low/Medium Risk"
"6891-JPYFF","Female","Month-to-month","48","105.25","Credit card (automatic)","Low/Medium Risk"
"8984-EYLLL","Male","Two year","64","105.25","Electronic check","Low/Medium Risk"
"3567-PQTSO","Male","One year","53","105.25","Electronic check","Low/Medium Risk"
"7722-CVFXN","Male","One year","54","105.2","Electronic check","Low/Medium Risk"
"5440-VHLUL","Male","One year","69","105.2","Bank transfer (automatic)","Low/Medium Risk"
"1448-CYWKC","Female","One year","58","105.2","Credit card (automatic)","Low/Medium Risk"
"7789-HKSBS","Female","One year","42","105.2","Bank transfer (automatic)","Low/Medium Risk"
"1469-LBJQJ","Female","Month-to-month","66","105.2","Electronic check","Low/Medium Risk"
"9408-HRXRK","Female","Month-to-month","45","105.15","Electronic check","Low/Medium Risk"
"5360-LJCNJ","Female","Two year","71","105.15","Bank transfer (automatic)","Low/Medium Risk"
"3197-NNYNB","Male","Two year","65","105.1","Credit card (automatic)","Low/Medium Risk"
"5118-MUEYH","Female","Month-to-month","48","105.1","Credit card (automatic)","Low/Medium Risk"
"1090-PYKCI","Female","One year","69","105.1","Credit card (automatic)","Low/Medium Risk"
"2874-YXVVA","Female","Month-to-month","34","105.1","Electronic check","Low/Medium Risk"
"2806-MLNTI","Male","One year","52","105.1","Bank transfer (automatic)","Low/Medium Risk"
"7544-ZVIKX","Male","One year","58","105.05","Bank transfer (automatic)","Low/Medium Risk"
"2560-PPCHE","Female","One year","65","105.05","Bank transfer (automatic)","Low/Medium Risk"
"6734-FQAJX","Male","Two year","67","105.05","Electronic check","Low/Medium Risk"
"7516-GMHUV","Male","Two year","50","105.05","Credit card (automatic)","Low/Medium Risk"
"5055-MGMGF","Female","Month-to-month","65","105.05","Electronic check","Low/Medium Risk"
"6837-HAEVO","Male","Two year","69","105","Electronic check","Low/Medium Risk"
"0392-BZIUW","Female","Two year","72","105","Credit card (automatic)","Low/Medium Risk"
"5985-BEHZK","Female","One year","72","105","Credit card (automatic)","Low/Medium Risk"
"3197-ARFOY","Female","Month-to-month","19","105","Mailed check","Low/Medium Risk"
"2786-GCDPI","Female","Month-to-month","50","104.95","Electronic check","Low/Medium Risk"
"7203-OYKCT","Male","One year","72","104.95","Electronic check","Low/Medium Risk"
"3170-GWYKC","Female","Month-to-month","60","104.95","Bank transfer (automatic)","Low/Medium Risk"
"4815-YOSUK","Male","One year","72","104.9","Credit card (automatic)","Low/Medium Risk"
"5553-AOINX","Female","One year","66","104.9","Electronic check","Low/Medium Risk"
"2883-ILGWO","Male","Month-to-month","57","104.9","Bank transfer (automatic)","Low/Medium Risk"
"2984-TBYKU","Male","Two year","72","104.9","Credit card (automatic)","Low/Medium Risk"
"2664-XJZNO","Male","Two year","72","104.9","Credit card (automatic)","Low/Medium Risk"
"0471-ARVMX","Female","One year","62","104.85","Electronic check","Low/Medium Risk"
"6807-SIWJI","Male","One year","38","104.85","Electronic check","Low/Medium Risk"
"3552-CTCYF","Male","Two year","63","104.8","Bank transfer (automatic)","Low/Medium Risk"
"4480-MBMLB","Female","One year","36","104.8","Bank transfer (automatic)","Low/Medium Risk"
"5286-YHCVC","Male","Two year","72","104.8","Bank transfer (automatic)","Low/Medium Risk"
"0100-DUVFC","Male","One year","70","104.8","Electronic check","Low/Medium Risk"
"4840-ORQXB","Female","Month-to-month","56","104.75","Electronic check","Low/Medium Risk"
"5193-QLVZB","Male","Two year","63","104.75","Bank transfer (automatic)","Low/Medium Risk"
"2001-EWBQU","Female","Two year","60","104.7","Electronic check","Low/Medium Risk"
"5074-FBGHB","Male","One year","64","104.65","Credit card (automatic)","Low/Medium Risk"
"3324-OIRTO","Male","One year","71","104.65","Bank transfer (automatic)","Low/Medium Risk"
"8329-UTMVM","Male","One year","27","104.65","Bank transfer (automatic)","Low/Medium Risk"
"8466-PZBLH","Male","Two year","67","104.6","Bank transfer (automatic)","Low/Medium Risk"
"6797-UCJHZ","Female","One year","66","104.6","Credit card (automatic)","Low/Medium Risk"
"9927-DSWDF","Male","Month-to-month","22","104.6","Electronic check","Low/Medium Risk"
"6408-OTUBZ","Female","One year","66","104.55","Bank transfer (automatic)","Low/Medium Risk"
"5149-TGWDZ","Female","One year","21","104.55","Mailed check","Low/Medium Risk"
"5370-IIVVL","Male","One year","37","104.5","Credit card (automatic)","Low/Medium Risk"
"0565-JUPYD","Male","One year","63","104.5","Credit card (automatic)","Low/Medium Risk"
"8123-QBNAZ","Female","Month-to-month","36","104.5","Credit card (automatic)","Low/Medium Risk"
"8552-OBVRU","Female","Month-to-month","48","104.5","Electronic check","Low/Medium Risk"
"5732-IKGQH","Male","One year","52","104.45","Bank transfer (automatic)","Low/Medium Risk"
"8952-WCVCD","Female","One year","41","104.45","Bank transfer (automatic)","Low/Medium Risk"
"8818-DOPVL","Female","Month-to-month","46","104.45","Electronic check","Low/Medium Risk"
"3597-YASZG","Female","Two year","70","104.45","Bank transfer (automatic)","Low/Medium Risk"
"5376-PCKNB","Male","One year","72","104.45","Credit card (automatic)","Low/Medium Risk"
"5995-SNNEW","Male","Month-to-month","23","104.45","Electronic check","Low/Medium Risk"
"6603-QWSPR","Female","Two year","46","104.4","Bank transfer (automatic)","Low/Medium Risk"
"2324-EFHVG","Male","Two year","64","104.4","Bank transfer (automatic)","Low/Medium Risk"
"2080-CAZNM","Female","Month-to-month","41","104.4","Electronic check","Low/Medium Risk"
"5802-ADBRC","Female","One year","50","104.4","Mailed check","Low/Medium Risk"
"7940-UQQUG","Female","One year","64","104.4","Bank transfer (automatic)","Low/Medium Risk"
"1550-EENBN","Female","Month-to-month","31","104.35","Electronic check","Low/Medium Risk"
"5956-YHHRX","Male","Month-to-month","21","104.35","Electronic check","Low/Medium Risk"
"2378-VTKDH","Male","Month-to-month","65","104.35","Electronic check","Low/Medium Risk"
"2519-LBNQL","Male","One year","60","104.35","Electronic check","Low/Medium Risk"
"9154-QDGTH","Male","One year","43","104.3","Credit card (automatic)","Low/Medium Risk"
"7208-PSIHR","Female","Two year","70","104.3","Bank transfer (automatic)","Low/Medium Risk"
"6341-AEVKX","Female","One year","62","104.3","Electronic check","Low/Medium Risk"
"6616-AALSR","Female","Two year","65","104.3","Credit card (automatic)","Low/Medium Risk"
"9821-BESNZ","Male","One year","66","104.25","Electronic check","Low/Medium Risk"
"2360-RDGRO","Male","Month-to-month","65","104.25","Electronic check","Low/Medium Risk"
"5716-LIBJC","Female","One year","13","104.15","Credit card (automatic)","Low/Medium Risk"
"8313-NDOIA","Female","Month-to-month","24","104.15","Electronic check","Low/Medium Risk"
"9168-INPSZ","Female","Month-to-month","44","104.15","Electronic check","Low/Medium Risk"
"6257-DTAYD","Male","Two year","71","104.15","Credit card (automatic)","Low/Medium Risk"
"6728-DKUCO","Female","One year","72","104.15","Electronic check","Low/Medium Risk"
"5678-VFNEQ","Female","One year","71","104.1","Credit card (automatic)","Low/Medium Risk"
"6374-NTQLP","Male","Two year","72","104.1","Credit card (automatic)","Low/Medium Risk"
"3384-CTMSF","Male","Month-to-month","47","104.1","Electronic check","Low/Medium Risk"
"6353-BRMMA","Female","Month-to-month","54","104.1","Bank transfer (automatic)","Low/Medium Risk"
"2107-FBPTK","Female","Month-to-month","30","104.1","Electronic check","Low/Medium Risk"
"0960-HUWBM","Male","Two year","65","104.1","Bank transfer (automatic)","Low/Medium Risk"
"2325-WINES","Female","One year","32","104.05","Credit card (automatic)","Low/Medium Risk"
"2927-CVULT","Female","Two year","53","104.05","Bank transfer (automatic)","Low/Medium Risk"
"8089-UZWLX","Female","Two year","71","104.05","Bank transfer (automatic)","Low/Medium Risk"
"0868-VJRDR","Male","Two year","64","104.05","Credit card (automatic)","Low/Medium Risk"
"7572-KPVKK","Male","Two year","62","104.05","Electronic check","Low/Medium Risk"
"4129-LYCOI","Female","Two year","67","104","Electronic check","Low/Medium Risk"
"2252-JHJGE","Male","One year","61","104","Electronic check","Low/Medium Risk"
"7036-TYDEC","Female","Two year","69","104","Electronic check","Low/Medium Risk"
"3001-UNBTL","Male","Month-to-month","29","103.95","Electronic check","Low/Medium Risk"
"9958-MEKUC","Male","Two year","72","103.95","Credit card (automatic)","Low/Medium Risk"
"8033-VCZGH","Male","One year","50","103.95","Electronic check","Low/Medium Risk"
"7663-YJHSN","Female","Two year","72","103.95","Bank transfer (automatic)","Low/Medium Risk"
"4488-KQFDT","Female","One year","61","103.95","Electronic check","Low/Medium Risk"
"2830-LEWOA","Male","One year","61","103.9","Credit card (automatic)","Low/Medium Risk"
"8433-WPJTV","Female","One year","65","103.9","Bank transfer (automatic)","Low/Medium Risk"
"2038-LLMLM","Female","Month-to-month","48","103.85","Electronic check","Low/Medium Risk"
"7181-OQCUT","Male","Month-to-month","21","103.85","Mailed check","Low/Medium Risk"
"4097-YODCF","Male","One year","34","103.8","Electronic check","Low/Medium Risk"
"9919-YLNNG","Female","Month-to-month","42","103.8","Bank transfer (automatic)","Low/Medium Risk"
"4822-LPTYJ","Male","Two year","72","103.75","Bank transfer (automatic)","Low/Medium Risk"
"3413-DHLPB","Male","Month-to-month","60","103.75","Bank transfer (automatic)","Low/Medium Risk"
"7251-LJBQN","Female","One year","40","103.75","Credit card (automatic)","Low/Medium Risk"
"0862-PRCBS","Female","Two year","68","103.75","Credit card (automatic)","Low/Medium Risk"
"0036-IHMOT","Female","One year","55","103.7","Bank transfer (automatic)","Low/Medium Risk"
"2750-BJLSB","Female","One year","47","103.7","Electronic check","Low/Medium Risk"
"3005-TYFRD","Female","Month-to-month","55","103.65","Credit card (automatic)","Low/Medium Risk"
"3932-IJWDZ","Male","Month-to-month","45","103.65","Bank transfer (automatic)","Low/Medium Risk"
